,task,session,count,speaker,tama_mean,entrainment,best_lag,hitid,session,task,conversation_awkward,flow_naturally,hard_time_understanding_each_other,contributes_to_successful_completion,making_self_clear,engaged_in_game,planning_what_to_say,gives_encouragement,difficult_for_partner_to_speak,bored_with_game,dislikes_partner
104,14.0,7.0,6.0,1.0,0.13706275816,-0.507300215505,2.0,g7t14,7.0,14.0,1.0,4.0,0.0,4.0,5.0,5.0,4.0,5.0,1.0,0.0,0.0
105,14.0,7.0,6.0,0.0,0.0912742051359,0.305627826684,2.0,g7t14,7.0,14.0,1.0,4.0,0.0,5.0,5.0,5.0,3.0,5.0,1.0,0.0,0.0
106,3.0,8.0,6.0,1.0,0.13975964011,0.564478133858,0.0,g8t3,8.0,3.0,1.0,4.0,2.0,5.0,5.0,4.0,3.0,3.0,0.0,0.0,0.0
107,3.0,8.0,5.0,0.0,0.0965684206927,0.702953152511,1.0,g8t3,8.0,3.0,1.0,4.0,2.0,5.0,3.0,5.0,4.0,4.0,2.0,0.0,1.0
108,5.0,8.0,9.0,1.0,0.166334186035,-0.593482155653,1.0,g8t5,8.0,5.0,2.0,4.0,1.0,5.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0
109,5.0,8.0,11.0,0.0,0.0800393444869,0.66212252503,1.0,g8t5,8.0,5.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,0.0
110,6.0,8.0,7.0,1.0,0.1531113558,-0.642915522401,0.0,g8t6,8.0,6.0,1.0,5.0,0.0,4.0,3.0,5.0,2.0,2.0,3.0,1.0,0.0
111,6.0,8.0,7.0,0.0,0.134319144621,-0.642915522401,0.0,g8t6,8.0,6.0,1.0,5.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,2.0,0.0
112,7.0,8.0,10.0,1.0,0.186404319653,0.360584056366,1.0,g8t7,8.0,7.0,2.0,3.0,3.0,5.0,4.0,5.0,3.0,5.0,0.0,0.0,0.0
113,7.0,8.0,10.0,0.0,0.118923755819,0.143787709642,1.0,g8t7,8.0,7.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,5.0,1.0,0.0,0.0
114,8.0,8.0,6.0,1.0,0.142462325642,-0.686931211649,1.0,g8t8,8.0,8.0,2.0,2.0,1.0,4.0,4.0,5.0,3.0,3.0,2.0,0.0,0.0
115,8.0,8.0,6.0,0.0,0.108442277787,-0.267484959941,0.0,g8t8,8.0,8.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0
116,10.0,8.0,7.0,1.0,0.231112504265,-0.392469787993,3.0,g8t10,8.0,10.0,4.0,0.0,2.0,5.0,5.0,5.0,3.0,5.0,1.0,0.0,0.0
117,10.0,8.0,9.0,0.0,0.120090317796,-0.73279458581,2.0,g8t10,8.0,10.0,4.0,0.0,2.0,4.0,5.0,4.0,2.0,4.0,0.0,0.0,0.0
118,12.0,8.0,5.0,1.0,0.118224681069,-0.866448590691,0.0,g8t12,8.0,12.0,2.0,3.0,2.0,5.0,4.0,5.0,2.0,5.0,1.0,0.0,1.0
119,12.0,8.0,7.0,0.0,0.0965399984702,-0.866448590691,0.0,g8t12,8.0,12.0,2.0,3.0,2.0,5.0,5.0,5.0,3.0,5.0,1.0,0.0,0.0
120,13.0,8.0,9.0,1.0,0.146834625985,-0.29540874544,0.0,g8t13,8.0,13.0,3.0,1.0,3.0,4.0,4.0,4.0,2.0,4.0,1.0,0.0,0.0
121,13.0,8.0,10.0,0.0,0.109103147406,-0.369155467924,2.0,g8t13,8.0,13.0,3.0,1.0,3.0,5.0,3.0,4.0,2.0,2.0,1.0,0.0,1.0
122,14.0,8.0,17.0,1.0,0.147642443365,0.557693998123,5.0,g8t14,8.0,14.0,1.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,0.0,0.0,0.0
123,14.0,8.0,18.0,0.0,0.0993538235809,-0.0886827750785,1.0,g8t14,8.0,14.0,1.0,3.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,0.0,0.0
124,1.0,9.0,6.0,1.0,0.114976010919,-0.53473105541,0.0,g9t1,9.0,1.0,2.0,5.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0
125,1.0,9.0,6.0,0.0,0.149843026031,-0.53473105541,0.0,g9t1,9.0,1.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,1.0
126,2.0,9.0,5.0,1.0,0.0872337010149,0.952062921871,0.0,g9t2,9.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,1.0,3.0,0.0,2.0,0.0
127,2.0,9.0,5.0,0.0,0.0913794891513,0.952062921871,0.0,g9t2,9.0,2.0,2.0,3.0,1.0,5.0,5.0,5.0,3.0,4.0,0.0,0.0,0.0
128,4.0,9.0,7.0,1.0,0.113866485786,-0.906531292455,0.0,g9t4,9.0,4.0,3.0,5.0,3.0,5.0,4.0,5.0,1.0,3.0,0.0,1.0,1.0
129,4.0,9.0,7.0,0.0,0.0884556375358,-0.906531292455,0.0,g9t4,9.0,4.0,3.0,5.0,3.0,4.0,3.0,5.0,1.0,5.0,1.0,1.0,2.0
130,5.0,9.0,5.0,1.0,0.128218803117,-0.518478323241,1.0,g9t5,9.0,5.0,1.0,5.0,2.0,5.0,4.0,5.0,3.0,5.0,0.0,0.0,1.0
131,5.0,9.0,5.0,0.0,0.081868839717,0.691922063013,1.0,g9t5,9.0,5.0,1.0,5.0,2.0,4.0,5.0,4.0,3.0,3.0,0.0,1.0,1.0
132,6.0,9.0,5.0,1.0,0.125761441686,-0.82626988891,0.0,g9t6,9.0,6.0,2.0,3.0,3.0,5.0,3.0,4.0,2.0,4.0,2.0,1.0,1.0
133,6.0,9.0,5.0,0.0,0.0808010014011,-0.82626988891,0.0,g9t6,9.0,6.0,2.0,3.0,3.0,4.0,3.0,4.0,1.0,4.0,2.0,2.0,1.0
134,7.0,9.0,10.0,1.0,0.167663289132,-0.45048055887,3.0,g9t7,9.0,7.0,1.0,5.0,3.0,4.0,3.0,5.0,1.0,4.0,1.0,0.0,0.0
135,7.0,9.0,10.0,0.0,0.0928125175108,0.59532800383,1.0,g9t7,9.0,7.0,1.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,0.0,1.0,0.0
136,9.0,9.0,7.0,1.0,0.107598367857,0.479952156491,0.0,g9t9,9.0,9.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,3.0,0.0,0.0,0.0
137,9.0,9.0,6.0,0.0,0.0599280807939,0.479952156491,0.0,g9t9,9.0,9.0,2.0,3.0,1.0,3.0,2.0,5.0,1.0,4.0,0.0,0.0,0.0
138,11.0,9.0,9.0,1.0,0.109286376251,0.480748182611,3.0,g9t11,9.0,11.0,1.0,4.0,3.0,2.0,3.0,4.0,0.0,3.0,0.0,2.0,1.0
139,11.0,9.0,9.0,0.0,0.0776852965741,0.330977095923,0.0,g9t11,9.0,11.0,1.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,0.0,0.0,1.0
140,13.0,9.0,11.0,1.0,0.107074633047,-0.464831688304,1.0,g9t13,9.0,13.0,2.0,5.0,1.0,4.0,5.0,4.0,3.0,4.0,0.0,2.0,2.0
141,13.0,9.0,9.0,0.0,0.131519960367,-0.307264886737,0.0,g9t13,9.0,13.0,2.0,5.0,1.0,5.0,3.0,4.0,0.0,5.0,1.0,0.0,1.0
142,14.0,9.0,5.0,1.0,0.180301828762,-0.602125497909,0.0,g9t14,9.0,14.0,2.0,5.0,0.0,4.0,4.0,5.0,2.0,4.0,0.0,0.0,0.0
143,14.0,9.0,9.0,0.0,0.104538718295,-0.602125497909,0.0,g9t14,9.0,14.0,2.0,5.0,0.0,4.0,4.0,4.0,2.0,5.0,0.0,1.0,1.0
144,1.0,10.0,12.0,1.0,0.0861501448873,-0.357751235778,5.0,g10t1,10.0,1.0,1.0,5.0,0.0,5.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0
145,1.0,10.0,13.0,0.0,0.136258770708,-0.298444358287,0.0,g10t1,10.0,1.0,1.0,5.0,0.0,5.0,4.0,5.0,4.0,3.0,0.0,0.0,0.0
146,2.0,10.0,7.0,1.0,0.0921057923554,0.153432841969,2.0,g10t2,10.0,2.0,1.0,5.0,0.0,2.0,3.0,4.0,1.0,4.0,0.0,1.0,0.0
147,2.0,10.0,6.0,0.0,0.265811229682,-0.356393875055,1.0,g10t2,10.0,2.0,1.0,5.0,0.0,5.0,4.0,5.0,3.0,2.0,3.0,0.0,0.0
148,3.0,10.0,15.0,1.0,0.0932221433005,0.544620285598,1.0,g10t3,10.0,3.0,1.0,4.0,1.0,5.0,4.0,5.0,2.0,5.0,1.0,0.0,0.0
149,3.0,10.0,13.0,0.0,0.113451994902,0.356758914023,0.0,g10t3,10.0,3.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,0.0,0.0,3.0
150,4.0,10.0,16.0,1.0,0.090898519936,-0.146704546072,4.0,g10t4,10.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,1.0,3.0,0.0,2.0,0.0
151,4.0,10.0,15.0,0.0,0.166598708839,0.434941065791,2.0,g10t4,10.0,4.0,3.0,4.0,4.0,3.0,1.0,4.0,3.0,2.0,3.0,1.0,1.0
152,5.0,10.0,14.0,1.0,0.128940543139,-0.312863927582,1.0,g10t5,10.0,5.0,0.0,4.0,0.0,5.0,5.0,5.0,3.0,4.0,0.0,1.0,0.0
153,5.0,10.0,16.0,0.0,0.0845188177996,-0.356926090838,1.0,g10t5,10.0,5.0,0.0,4.0,0.0,5.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0
154,6.0,10.0,6.0,1.0,0.129548074582,-0.438252709704,0.0,g10t6,10.0,6.0,1.0,5.0,1.0,5.0,5.0,5.0,2.0,3.0,0.0,0.0,0.0
155,6.0,10.0,8.0,0.0,0.096576015108,0.604013613406,2.0,g10t6,10.0,6.0,1.0,5.0,1.0,4.0,4.0,4.0,2.0,4.0,0.0,1.0,0.0
156,7.0,10.0,12.0,1.0,0.0953564205058,-0.416733691391,3.0,g10t7,10.0,7.0,1.0,4.0,1.0,5.0,4.0,5.0,4.0,2.0,1.0,0.0,1.0
157,7.0,10.0,13.0,0.0,0.0954705129978,0.196822469532,0.0,g10t7,10.0,7.0,1.0,4.0,1.0,5.0,5.0,5.0,4.0,2.0,0.0,0.0,1.0
158,8.0,10.0,19.0,1.0,0.105613798261,0.764576712501,0.0,g10t8,10.0,8.0,1.0,5.0,2.0,5.0,5.0,5.0,4.0,3.0,0.0,1.0,0.0
159,8.0,10.0,19.0,0.0,0.0943476823219,0.764576712501,0.0,g10t8,10.0,8.0,1.0,5.0,2.0,4.0,5.0,5.0,3.0,4.0,0.0,0.0,0.0
160,9.0,10.0,49.0,1.0,0.0965219514886,-0.189199938108,3.0,g10t9,10.0,9.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,0.0
161,9.0,10.0,48.0,0.0,0.13155641745,0.0851533868001,4.0,g10t9,10.0,9.0,2.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,0.0,1.0,0.0
162,10.0,10.0,43.0,1.0,0.10019457304,-0.271682862157,5.0,g10t10,10.0,10.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,0.0,1.0,1.0
163,10.0,10.0,44.0,0.0,0.111663448097,0.256051829734,1.0,g10t10,10.0,10.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0,0.0,4.0
164,11.0,10.0,13.0,1.0,0.106806437603,0.490067224181,2.0,g10t11,10.0,11.0,0.0,5.0,0.0,5.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0
165,11.0,10.0,11.0,0.0,0.128123907427,-0.516360448449,1.0,g10t11,10.0,11.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,0.0
166,12.0,10.0,12.0,1.0,0.104971492582,-0.38042088476,5.0,g10t12,10.0,12.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,0.0
167,12.0,10.0,12.0,0.0,0.0957103202774,0.135987621377,0.0,g10t12,10.0,12.0,1.0,4.0,2.0,5.0,5.0,5.0,3.0,4.0,0.0,0.0,0.0
168,13.0,10.0,21.0,1.0,0.10385287766,-0.21215721369,1.0,g10t13,10.0,13.0,1.0,5.0,1.0,5.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0
169,13.0,10.0,19.0,0.0,0.090503923311,-0.205692091309,4.0,g10t13,10.0,13.0,1.0,5.0,1.0,4.0,4.0,4.0,3.0,5.0,0.0,0.0,1.0
170,14.0,10.0,12.0,1.0,0.098246616924,0.600617835484,0.0,g10t14,10.0,14.0,1.0,5.0,3.0,4.0,4.0,5.0,3.0,2.0,0.0,0.0,0.0
171,14.0,10.0,13.0,0.0,0.0884326706959,0.600617835484,0.0,g10t14,10.0,14.0,1.0,5.0,3.0,5.0,4.0,4.0,3.0,5.0,0.0,2.0,0.0
172,3.0,11.0,10.0,1.0,0.0951743529304,0.550830865568,0.0,g11t3,11.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,2.0,5.0,1.0,0.0,0.0
173,3.0,11.0,10.0,0.0,0.124841479946,0.568794908669,1.0,g11t3,11.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0
174,4.0,11.0,8.0,1.0,0.106585558938,-0.306664699805,1.0,g11t4,11.0,4.0,1.0,5.0,1.0,5.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0
175,4.0,11.0,8.0,0.0,0.079744674507,-0.549732566945,3.0,g11t4,11.0,4.0,1.0,5.0,1.0,5.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0
176,6.0,11.0,5.0,1.0,0.167542641965,0.702056388052,1.0,g11t6,11.0,6.0,2.0,4.0,2.0,5.0,4.0,5.0,4.0,3.0,3.0,0.0,0.0
177,6.0,11.0,5.0,0.0,0.0947495465919,0.497343923671,0.0,g11t6,11.0,6.0,2.0,4.0,2.0,4.0,5.0,3.0,1.0,3.0,0.0,2.0,2.0
178,7.0,11.0,8.0,1.0,0.197476129577,-0.537742055795,2.0,g11t7,11.0,7.0,0.0,4.0,0.0,4.0,3.0,5.0,2.0,4.0,3.0,0.0,0.0
179,7.0,11.0,8.0,0.0,0.100339316388,0.402056852823,0.0,g11t7,11.0,7.0,0.0,4.0,0.0,4.0,4.0,3.0,1.0,5.0,0.0,1.0,3.0
180,9.0,11.0,5.0,1.0,0.0711752853854,0.117524992323,0.0,g11t9,11.0,9.0,1.0,5.0,0.0,5.0,5.0,5.0,5.0,3.0,2.0,0.0,0.0
181,9.0,11.0,5.0,0.0,0.108136602756,-0.646662801761,1.0,g11t9,11.0,9.0,1.0,5.0,0.0,5.0,5.0,5.0,4.0,4.0,1.0,0.0,0.0
182,10.0,11.0,5.0,1.0,0.24461916305,0.523343170495,0.0,g11t10,11.0,10.0,2.0,2.0,2.0,4.0,3.0,5.0,2.0,4.0,3.0,0.0,0.0
183,10.0,11.0,8.0,0.0,0.108587473778,0.523343170495,0.0,g11t10,11.0,10.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,0.0,1.0,0.0
184,11.0,11.0,7.0,1.0,0.0936820375392,-0.367044703871,0.0,g11t11,11.0,11.0,1.0,5.0,1.0,4.0,3.0,5.0,3.0,3.0,2.0,0.0,0.0
185,11.0,11.0,7.0,0.0,0.144798734282,-0.599309007056,3.0,g11t11,11.0,11.0,1.0,5.0,1.0,5.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0
186,13.0,11.0,10.0,1.0,0.0884093561639,0.348811503373,2.0,g11t13,11.0,13.0,3.0,4.0,3.0,3.0,4.0,5.0,1.0,2.0,1.0,0.0,0.0
187,13.0,11.0,10.0,0.0,0.107857365156,0.547279432826,4.0,g11t13,11.0,13.0,3.0,4.0,3.0,4.0,5.0,4.0,2.0,3.0,0.0,1.0,0.0
188,14.0,11.0,8.0,1.0,0.198288720805,0.561164098899,1.0,g11t14,11.0,14.0,1.0,5.0,2.0,5.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0
189,14.0,11.0,11.0,0.0,0.111407913878,-0.179541924012,5.0,g11t14,11.0,14.0,1.0,5.0,2.0,3.0,2.0,4.0,1.0,2.0,0.0,1.0,0.0
190,1.0,12.0,7.0,1.0,0.247002848796,0.817425545516,2.0,g12t1,12.0,1.0,0.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,0.0,3.0,0.0
191,1.0,12.0,5.0,0.0,0.174277969096,-0.285807996279,1.0,g12t1,12.0,1.0,0.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,0.0
192,4.0,12.0,11.0,1.0,0.202206304487,0.6925658201,1.0,g12t4,12.0,4.0,1.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,1.0,1.0,0.0
193,4.0,12.0,10.0,0.0,0.166996568116,0.425369218913,0.0,g12t4,12.0,4.0,1.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0
194,6.0,12.0,5.0,1.0,0.135210053612,-0.65826171767,1.0,g12t6,12.0,6.0,1.0,5.0,0.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,1.0
195,6.0,12.0,5.0,0.0,0.135605270001,0.511220775716,1.0,g12t6,12.0,6.0,1.0,5.0,0.0,5.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0
196,8.0,12.0,7.0,1.0,0.15220892783,-0.668625425649,0.0,g12t8,12.0,8.0,2.0,3.0,1.0,5.0,5.0,5.0,3.0,5.0,1.0,0.0,1.0
197,8.0,12.0,10.0,0.0,0.193304952873,-0.668625425649,0.0,g12t8,12.0,8.0,2.0,3.0,1.0,5.0,5.0,4.0,3.0,4.0,2.0,2.0,1.0
198,9.0,12.0,11.0,1.0,0.178934904593,0.669906924094,6.0,g12t9,12.0,9.0,1.0,5.0,2.0,4.0,4.0,4.0,3.0,4.0,0.0,0.0,1.0
199,9.0,12.0,6.0,0.0,0.228329409252,-0.239516046622,0.0,g12t9,12.0,9.0,1.0,5.0,2.0,5.0,4.0,5.0,3.0,4.0,0.0,0.0,0.0
200,10.0,12.0,11.0,1.0,0.203874638267,0.215606774902,2.0,g12t10,12.0,10.0,0.0,5.0,2.0,4.0,2.0,4.0,3.0,3.0,1.0,2.0,1.0
201,10.0,12.0,11.0,0.0,0.178343766571,-0.393523637611,5.0,g12t10,12.0,10.0,0.0,5.0,2.0,4.0,4.0,5.0,2.0,3.0,1.0,0.0,0.0
202,11.0,12.0,12.0,1.0,0.196433930029,-0.812015194625,5.0,g12t11,12.0,11.0,3.0,3.0,4.0,4.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0
203,11.0,12.0,10.0,0.0,0.166227935253,-0.334158271751,3.0,g12t11,12.0,11.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,0.0,0.0,0.0
204,12.0,12.0,8.0,1.0,0.15620255887,0.437719790641,4.0,g12t12,12.0,12.0,1.0,4.0,2.0,3.0,3.0,5.0,4.0,4.0,0.0,0.0,0.0
205,12.0,12.0,8.0,0.0,0.170143011762,0.427963292982,0.0,g12t12,12.0,12.0,1.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0
206,13.0,12.0,11.0,1.0,0.173326449357,-0.39131767233,1.0,g12t13,12.0,13.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,0.0,2.0,3.0
207,13.0,12.0,6.0,0.0,0.190112865457,-0.604790730458,3.0,g12t13,12.0,13.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,1.0,0.0,0.0
208,14.0,12.0,10.0,1.0,0.188635659721,-0.533576782871,2.0,g12t14,12.0,14.0,4.0,1.0,1.0,2.0,3.0,5.0,2.0,2.0,1.0,0.0,1.0
209,14.0,12.0,12.0,0.0,0.174517438751,0.399631678664,0.0,g12t14,12.0,14.0,4.0,1.0,1.0,2.0,4.0,4.0,3.0,3.0,0.0,1.0,0.0
